"+106 769-858-438","106"
"+83 973-757-831","83"
"+62 647-787-775","62"
"+172 027-507-632","172"
"72","72"
"+95 310-537-401","95"
"174","174"
"155","155"
"10","10"
"60","60"
"2","2"
"25","25"
"151","151"
"+118 165-041-038","118"
"144","144"
"82","82"
"82","82"
"+80 066-433-096","80"
"+163 039-436-166","163"
"+138 808-083-074","138"
"+169 822-542-726","169"
"+176 767-782-369","176"
"47","47"
"+138 885-618-512","138"
"188","188"
"+50 268-571-336","50"
"183","183"
"9","9"
"64","64"
"189","189"
"+129 425-765-844","129"
"+94 856-734-046","94"
"185","185"
"163","163"
"+23 448-213-807","23"
"18","18"
"+29 773-545-520","29"
"+43 249-097-743","43"
"158","158"
"+45 124-771-454","45"
"180","180"
"75","75"
"46","46"
"108","108"
"40","40"
"68","68"
"169","169"
"43","43"
"+7 023-296-647","7"
"+20 541-401-396","20"
"+64 751-365-934","64"
"+163 546-119-476","163"
"198","198"
"14","14"
"+161 086-020-168","161"
"196","196"
"+33 117-430-125","33"
"86","86"
"+194 278-716-950","194"
"43","43"
"+21 679-740-834","21"
"98","98"
"+47 401-100-231","47"
"143","143"
"197","197"
"158","158"
"56","56"
"130","130"
"+158 684-878-743","158"
"52","52"
"+138 117-484-671","138"
"50","50"
"176","176"
"141","141"
"+199 936-162-415","199"
"+33 547-051-264","33"
"+161 233-981-513","161"
"+115 101-728-328","115"
"+45 095-746-635","45"
