"+83 973-757-831","757"
"787","787"
"507","507"
"+72 001-050-856","050"
"+95 310-537-401","537"
"+6 775-969-238","969"
"+174 594-539-946","539"
"461","461"
"+10 538-347-401","347"
"+60 971-986-103","986"
"276","276"
"+25 998-898-180","898"
"+151 862-946-541","946"
"041","041"
"+94 462-008-482","008"
"+82 675-366-472","366"
"433","433"
"+163 039-436-166","436"
"083","083"
"245","245"
"782","782"
"369","369"
"+138 885-618-512","618"
"+104 158-671-355","671"
"+188 280-087-526","087"
"571","571"
"960","960"
"982","982"
"092","092"
"601","601"
"+129 425-765-844","765"
"+94 856-734-046","734"
"622","622"
"707","707"
"+23 448-213-807","213"
"+42 634-077-089","077"
"287","287"
"+29 773-545-520","545"
"097","097"
"736","736"
"457","457"
"250","250"
"+5 528-317-854","317"
"380","380"
"+40 122-224-247","224"
"820","820"
"938","938"
"296","296"
"+20 541-401-396","401"
"+163 546-119-476","119"
"666","666"
"+14 673-759-017","759"
"+161 086-020-168","020"
"+2 455-126-377","126"
"+195 488-831-768","831"
"718","718"
"716","716"
"+43 730-685-847","685"
"+21 679-740-834","740"
"+98 717-997-323","997"
"462","462"
"+147 864-005-968","005"
"757","757"
"858","858"
"+158 344-541-946","541"
"+56 242-901-234","901"
"953","953"
"878","878"
"582","582"
"+138 117-484-671","484"
"+50 012-148-873","148"
"851","851"
"132","132"
"+33 547-051-264","051"
"981","981"
"+115 101-728-328","728"
"746","746"
