"+83 973-757-831","973"
"027","027"
"+72 001-050-856","001"
"+95 310-537-401","310"
"+6 775-969-238","775"
"+174 594-539-946","594"
"+167 405-461-331","405"
"538","538"
"258","258"
"+2 604-746-137","604"
"+25 998-898-180","998"
"+151 862-946-541","862"
"+118 165-041-038","165"
"170","170"
"462","462"
"685","685"
"675","675"
"066","066"
"039","039"
"+138 808-083-074","808"
"+169 822-542-726","822"
"+138 885-618-512","885"
"+104 158-671-355","158"
"+188 280-087-526","280"
"268","268"
"+58 191-982-491","191"
"507","507"
"061","061"
"425","425"
"+35 082-845-261","082"
"905","905"
"448","448"
"051","051"
"+29 773-545-520","773"
"249","249"
"674","674"
"029","029"
"227","227"
"528","528"
"849","849"
"+108 150-380-705","150"
"+40 122-224-247","122"
"+68 890-680-027","890"
"060","060"
"+95 620-820-945","620"
"592","592"
"+64 751-365-934","751"
"+163 546-119-476","546"
"557","557"
"673","673"
"086","086"
"+65 970-575-488","970"
"455","455"
"+33 117-430-125","117"
"+195 488-831-768","488"
"+86 468-718-108","468"
"730","730"
"794","794"
"+21 679-740-834","679"
"+98 717-997-323","717"
"401","401"
"864","864"
"+130 590-757-665","590"
"+197 700-858-976","700"
"344","344"
"+56 242-901-234","242"
"313","313"
"+52 836-582-035","836"
"117","117"
"+50 012-148-873","012"
"+105 048-919-483","048"
"+18 209-851-997","209"
"+176 938-056-084","938"
"936","936"
"+115 101-728-328","101"
"+45 095-746-635","095"
