"1896","1896-12-31"
"1852","1852-12-31"
"1898","1898-12-31"
"1921","1921-12-31"
"1934","1934-12-31"
"1910","1910-12-31"
"1909","1909-12-31"
"1948","1948-12-31"
"1879","1879-12-31"
"1933","1933-12-31"
"1881","1881-12-31"
"1934","1934-12-31"
"1895","1895-12-31"
"1954","1954-12-31"
"1949","1949-12-31"
"1948","1948-12-31"
"1902","1902-12-31"
"1907","1907-12-31"
"1918","1918-12-31"
"1858","1858-12-31"
"1897","1897-12-31"
"1924","1924-12-31"
"1917","1917-12-31"
"1937","1937-12-31"
"1950","1950-12-31"
"1876","1876-12-31"
"1885","1885-12-31"
"1865","1865-12-31"
"1898","1898-12-31"
"1773","1773-12-31"
"1812","1812-12-31"
"1913","1913-12-31"
"1939","1939-12-31"
"1867","1867-12-31"
"1872","1872-12-31"
"1871","1871-12-31"
"1878","1878-12-31"
"1919","1919-12-31"
"1734","1734-12-31"
"1890","1890-12-31"
"1899","1899-12-31"
"1888","1888-12-31"
"1896","1896-12-31"
"1933","1933-12-31"
"1819","1819-12-31"
"1898","1898-12-31"
"1919","1919-12-31"
"1897","1897-12-31"
"1910","1910-12-31"
"1883","1883-12-31"
"1856","1856-12-31"
"1941","1941-12-31"
"1883","1883-12-31"
"1883","1883-12-31"
"1888","1888-12-31"
"1803","1803-12-31"
"1894","1894-12-31"
"1882","1882-12-31"
"1898","1898-12-31"
"1910","1910-12-31"
"1909","1909-12-31"
"1939","1939-12-31"
"1652","1652-12-31"
"1937","1937-12-31"
"1905","1905-12-31"
"1924","1924-12-31"
"1925","1925-12-31"
"1700","1700-12-31"
"1945","1945-12-31"
"1860","1860-12-31"
"1948","1948-12-31"
"1897","1897-12-31"
"1947","1947-12-31"
"1918","1918-12-31"
"1906","1906-12-31"
"1800","1800-12-31"
"1768","1768-12-31"
"0","0-12-31"
"1911","1911-12-31"
"1938","1938-12-31"
"1912","1912-12-31"
"1910","1910-12-31"
"1775","1775-12-31"
"1896","1896-12-31"
"1905","1905-12-31"
"1906","1906-12-31"
"1921","1921-12-31"
"1874","1874-12-31"
"1922","1922-12-31"
"1884","1884-12-31"
"1903","1903-12-31"
"1930","1930-12-31"
"1835","1835-12-31"
"1806","1806-12-31"
"1922","1922-12-31"
"1896","1896-12-31"
"1899","1899-12-31"
"1889","1889-12-31"
"1879","1879-12-31"
"1851","1851-12-31"
"1934","1934-12-31"
"1926","1926-12-31"
"1931","1931-12-31"
"1922","1922-12-31"
"1930","1930-12-31"
"1942","1942-12-31"
"1921","1921-12-31"
