"1983.83.243","object/id/1983_83_243"
"1983.83.241","object/id/1983_83_241"
"1983.83.17","object/id/1983_83_17"
"1983.83.121","object/id/1983_83_121"
"1983.83.139","object/id/1983_83_139"
"1983.83.257","object/id/1983_83_257"
"1983.83.12","object/id/1983_83_12"
"1983.83.189","object/id/1983_83_189"
"1983.83.127","object/id/1983_83_127"
"1983.83.92","object/id/1983_83_92"
"1983.83.27","object/id/1983_83_27"
"1983.83.38","object/id/1983_83_38"
"1983.83.263","object/id/1983_83_263"
"1983.83.277","object/id/1983_83_277"
"1983.83.122","object/id/1983_83_122"
"1935.13.40","object/id/1935_13_40"
"1967.56.24","object/id/1967_56_24"
"1982.13","object/id/1982_13"
"1966.63.1","object/id/1966_63_1"
"1972.2.10","object/id/1972_2_10"
"1972.2.17","object/id/1972_2_17"
"1972.2.39","object/id/1972_2_39"
"1973.176.5","object/id/1973_176_5"
"1971.265","object/id/1971_265"
"1979.98.48","object/id/1979_98_48"
"1971.356","object/id/1971_356"
"1984.96.3","object/id/1984_96_3"
"1983.63.323","object/id/1983_63_323"
"1983.63.314","object/id/1983_63_314"
"1973.122.19","object/id/1973_122_19"
"1983.63.328","object/id/1983_63_328"
"1986.6.14","object/id/1986_6_14"
"1984.124.46","object/id/1984_124_46"
"1973.14.1","object/id/1973_14_1"
"1972.181.1","object/id/1972_181_1"
"1972.181.2","object/id/1972_181_2"
"1984.124.55","object/id/1984_124_55"
"1972.24.3","object/id/1972_24_3"
"1985.66.428A","object/id/1985_66_428A"
"1966.48.69","object/id/1966_48_69"
"1985.66.502","object/id/1985_66_502"
"1985.66.100","object/id/1985_66_100"
"1985.66.589","object/id/1985_66_589"
"1985.66.594","object/id/1985_66_594"
"1948.4.1","object/id/1948_4_1"
"1985.66.471","object/id/1985_66_471"
"1985.66.436","object/id/1985_66_436"
"1985.66.160","object/id/1985_66_160"
"1985.66.218","object/id/1985_66_218"
"1985.66.426","object/id/1985_66_426"
"1985.66.211","object/id/1985_66_211"
"1985.66.111","object/id/1985_66_111"
"1985.66.403","object/id/1985_66_403"
"1985.66.183","object/id/1985_66_183"
"1985.66.15","object/id/1985_66_15"
"1985.66.42","object/id/1985_66_42"
"1985.66.586","object/id/1985_66_586"
"1985.66.369","object/id/1985_66_369"
"1985.66.24","object/id/1985_66_24"
"1985.66.526","object/id/1985_66_526"
"1985.66.603","object/id/1985_66_603"
"1985.66.375","object/id/1985_66_375"
"1985.66.477","object/id/1985_66_477"
"1985.66.296","object/id/1985_66_296"
"1985.66.214","object/id/1985_66_214"
"1985.66.66-67","object/id/1985_66_66-67"
"1985.66.164","object/id/1985_66_164"
"1985.66.168","object/id/1985_66_168"
"1985.66.354","object/id/1985_66_354"
"1985.66.209","object/id/1985_66_209"
"1985.66.406","object/id/1985_66_406"
"1986.92.12","object/id/1986_92_12"
"1915.11.16","object/id/1915_11_16"
"1986.65.166","object/id/1986_65_166"
"1978.49","object/id/1978_49"
"1968.98.27","object/id/1968_98_27"
"1971.291.40","object/id/1971_291_40"
"1971.291.2","object/id/1971_291_2"
"1983.83.246","object/id/1983_83_246"
"1983.83.86","object/id/1983_83_86"
"1983.83.153","object/id/1983_83_153"
"1983.83.256","object/id/1983_83_256"
"1983.83.269","object/id/1983_83_269"
"1983.83.220","object/id/1983_83_220"
"1983.83.137","object/id/1983_83_137"
"1983.83.284","object/id/1983_83_284"
"1983.83.93","object/id/1983_83_93"
"1983.83.43","object/id/1983_83_43"
"1983.83.28","object/id/1983_83_28"
"1983.83.64","object/id/1983_83_64"
"1983.83.29","object/id/1983_83_29"
"1983.83.149","object/id/1983_83_149"
"1983.83.270","object/id/1983_83_270"
"1935.13.39","object/id/1935_13_39"
"1967.56.25","object/id/1967_56_25"
"1983.63.1856","object/id/1983_63_1856"
"1978.65.5","object/id/1978_65_5"
"1972.2.7","object/id/1972_2_7"
"1972.2.8","object/id/1972_2_8"
"1972.2.49","object/id/1972_2_49"
"1972.104.3","object/id/1972_104_3"
"1971.266.2","object/id/1971_266_2"
"1968.52.6","object/id/1968_52_6"
"1971.359","object/id/1971_359"
"1980.49.3","object/id/1980_49_3"
"1983.63.321","object/id/1983_63_321"
"1984.96.2","object/id/1984_96_2"
"1983.63.322","object/id/1983_63_322"
"1984.124.42","object/id/1984_124_42"
"1984.85.1A-B","object/id/1984_85_1A-B"
"1983.63.324","object/id/1983_63_324"
"1984.124.47","object/id/1984_124_47"
"1952.13.75","object/id/1952_13_75"
"1986.65.236","object/id/1986_65_236"
"1985.66.362,102","object/id/1985_66_362_102"
"1966.64.12","object/id/1966_64_12"
"1985.66.392","object/id/1985_66_392"
"1985.66.430","object/id/1985_66_430"
"1985.66.286","object/id/1985_66_286"
"1985.66.73","object/id/1985_66_73"
"1985.66.113","object/id/1985_66_113"
"1985.66.23","object/id/1985_66_23"
"1985.66.579","object/id/1985_66_579"
"1985.66.442","object/id/1985_66_442"
"1985.66.379","object/id/1985_66_379"
"1985.66.199-206","object/id/1985_66_199-206"
"1985.66.97","object/id/1985_66_97"
"1985.66.418","object/id/1985_66_418"
"1985.66.48","object/id/1985_66_48"
"1985.66.12","object/id/1985_66_12"
"1985.66.210","object/id/1985_66_210"
"1985.66.370","object/id/1985_66_370"
"1985.66.300","object/id/1985_66_300"
"1985.66.132","object/id/1985_66_132"
"1985.66.253","object/id/1985_66_253"
"1985.66.368","object/id/1985_66_368"
"1985.66.476","object/id/1985_66_476"
"1985.66.4","object/id/1985_66_4"
"1985.66.494","object/id/1985_66_494"
"1985.66.56","object/id/1985_66_56"
"1985.66.213","object/id/1985_66_213"
"1985.66.71","object/id/1985_66_71"
"1985.66.173","object/id/1985_66_173"
"1985.66.372","object/id/1985_66_372"
"1985.66.499","object/id/1985_66_499"
"1985.66.143","object/id/1985_66_143"
"1985.66.219","object/id/1985_66_219"
"1964.1.77","object/id/1964_1_77"
"1966.36.36","object/id/1966_36_36"
"1971.291.39","object/id/1971_291_39"
"1971.291.37","object/id/1971_291_37"
"1971.291.23","object/id/1971_291_23"
"1915.11.18","object/id/1915_11_18"
"1974.69.21","object/id/1974_69_21"
"1977.42.3","object/id/1977_42_3"
"1988.67","object/id/1988_67"
"1998.134.1","object/id/1998_134_1"
"1998.134.2","object/id/1998_134_2"
"1998.142.2.5","object/id/1998_142_2_5"
"1998.149.19","object/id/1998_149_19"
"1981.178.3","object/id/1981_178_3"
"1999.32A-C","object/id/1999_32A-C"
"1975.83.24","object/id/1975_83_24"
"1975.83.26","object/id/1975_83_26"
"1999.47","object/id/1999_47"
"1997.105.15","object/id/1997_105_15"
"1999.57.4","object/id/1999_57_4"
"1999.57.5","object/id/1999_57_5"
"1999.58A-D","object/id/1999_58A-D"
"1999.58A-D","object/id/1999_58A-D"
"1999.58A-D","object/id/1999_58A-D"
"1996.99.6","object/id/1996_99_6"
"1996.99.57","object/id/1996_99_57"
"1996.99.57","object/id/1996_99_57"
"1996.99.61","object/id/1996_99_61"
"1996.99.62","object/id/1996_99_62"
"1996.99.67.9","object/id/1996_99_67_9"
"1999.66.3","object/id/1999_66_3"
"1999.67.12","object/id/1999_67_12"
"1973.130.67","object/id/1973_130_67"
"1999.79.5","object/id/1999_79_5"
"1999.79.6","object/id/1999_79_6"
"1999.92.2","object/id/1999_92_2"
"1999.97.27","object/id/1999_97_27"
"1999.74","object/id/1999_74"
"2000.1","object/id/2000_1"
"1950.2.17C","object/id/1950_2_17C"
"1950.2.18A","object/id/1950_2_18A"
"2000.12A-B","object/id/2000_12A-B"
"2000.16","object/id/2000_16"
"2000.15","object/id/2000_15"
"2000.21A-B","object/id/2000_21A-B"
"2000.28","object/id/2000_28"
"2000.43.17","object/id/2000_43_17"
"2000.43.18","object/id/2000_43_18"
"2000.43.33","object/id/2000_43_33"
"2000.43.58","object/id/2000_43_58"
"2000.44.1","object/id/2000_44_1"
"2000.44.1","object/id/2000_44_1"
"2000.47.25","object/id/2000_47_25"
"2000.47.26","object/id/2000_47_26"
"2000.47.38","object/id/2000_47_38"
"2000.62.16A-C","object/id/2000_62_16A-C"
"2000.62.4A-C","object/id/2000_62_4A-C"
"2000.63.2","object/id/2000_63_2"
"2000.67A-B","object/id/2000_67A-B"
"2000.73","object/id/2000_73"
"2000.76.16","object/id/2000_76_16"
"2000.76.16","object/id/2000_76_16"
"2000.76.17","object/id/2000_76_17"
"2000.76.17","object/id/2000_76_17"
"2000.76.9","object/id/2000_76_9"
"2000.76.9","object/id/2000_76_9"
"1967.14.30","object/id/1967_14_30"
"1967.14.46","object/id/1967_14_46"
"2000.83.13","object/id/2000_83_13"
"2000.83.20","object/id/2000_83_20"
"2000.83.23","object/id/2000_83_23"
"2000.83.40","object/id/2000_83_40"
"2000.83.48","object/id/2000_83_48"
"2000.83.53","object/id/2000_83_53"
"1967.14.167","object/id/1967_14_167"
"1967.14.60","object/id/1967_14_60"
"1967.14.56","object/id/1967_14_56"
"1967.14.220","object/id/1967_14_220"
"2000.106.13","object/id/2000_106_13"
"2000.98","object/id/2000_98"
"2000.99","object/id/2000_99"
"1973.167.1","object/id/1973_167_1"
"1973.167.44","object/id/1973_167_44"
"1973.167.47","object/id/1973_167_47"
"1973.167.69","object/id/1973_167_69"
"1989.44","object/id/1989_44"
"1969.6.2","object/id/1969_6_2"
"1986.69.10","object/id/1986_69_10"
"1986.69.9","object/id/1986_69_9"
"1984.26.2","object/id/1984_26_2"
"1910.9.4","object/id/1910_9_4"
"1929.6.16","object/id/1929_6_16"
"1998.104.3","object/id/1998_104_3"
"1998.129","object/id/1998_129"
"1998.147","object/id/1998_147"
"1998.149.6","object/id/1998_149_6"
"1998.149.13","object/id/1998_149_13"
"1998.153","object/id/1998_153"
"1991.56.163","object/id/1991_56_163"
"1999.6.4","object/id/1999_6_4"
"1999.16","object/id/1999_16"
"1988.94.2","object/id/1988_94_2"
"1999.43A-C","object/id/1999_43A-C"
"1999.43A-C","object/id/1999_43A-C"
"1999.43A-C","object/id/1999_43A-C"
"1997.105.34","object/id/1997_105_34"
"1997.105.20","object/id/1997_105_20"
"1999.55","object/id/1999_55"
"1967.59.504.3","object/id/1967_59_504_3"
"1996.99.67.8","object/id/1996_99_67_8"
"1996.99.21","object/id/1996_99_21"
"1996.99.45","object/id/1996_99_45"
"1999.64","object/id/1999_64"
"1999.67.17","object/id/1999_67_17"
"1999.67.23","object/id/1999_67_23"
"1973.130.44","object/id/1973_130_44"
"1973.130.72","object/id/1973_130_72"
"1973.130.92","object/id/1973_130_92"
"1999.89.2","object/id/1999_89_2"
"1999.97.3","object/id/1999_97_3"
"1999.97.10","object/id/1999_97_10"
"1999.97.40","object/id/1999_97_40"
"1999.98.4","object/id/1999_98_4"
"1999.99.4","object/id/1999_99_4"
"1999.102","object/id/1999_102"
"2000.6","object/id/2000_6"
"2000.17","object/id/2000_17"
"2000.34","object/id/2000_34"
"2000.41.14","object/id/2000_41_14"
"2000.43.23","object/id/2000_43_23"
"2000.43.28","object/id/2000_43_28"
"2000.43.35","object/id/2000_43_35"
"2000.43.63","object/id/2000_43_63"
"2000.43.70","object/id/2000_43_70"
"2000.47.11","object/id/2000_47_11"
"2000.47.14","object/id/2000_47_14"
"2000.47.20","object/id/2000_47_20"
"2000.47.27","object/id/2000_47_27"
"2000.47.44","object/id/2000_47_44"
"2000.49","object/id/2000_49"
