"1980",""
"1911",""
"1991",""
"2021","2021-12-31"
"2034","2034-12-31"
"2002",""
"1977",""
"2048",""
"1963",""
"2033",""
"1963","1963-12-31"
"2034",""
"1986",""
"2048",""
"1984",""
"1994","1994-12-31"
"2002",""
"1945",""
"1966",""
"2024",""
"1999",""
"2037",""
"2050",""
"1942","1942-12-31"
"1990",""
"1952",""
"1979",""
"1858","1858-12-31"
"1846",""
"1993",""
"2039","2039-12-31"
"1922",""
"1938","1938-12-31"
"1971",""
"1949",""
"1998","1998-12-31"
"1834","1834-12-31"
"1985",""
"1994",""
"1976",""
"1996",""
"1861","1861-12-31"
"1971",""
"2019",""
"1983",""
"1993","1993-12-31"
"1915",""
"2041","2041-12-31"
"1993",""
"1993","1993-12-31"
"1961",""
"1876",""
"1964","1964-12-31"
"1982","1982-12-31"
"1962",""
"2006",""
"2006",""
"2039",""
"1700",""
"2037","2037-12-31"
"1978",""
"2003","2003-12-31"
"1969",""
"2045",""
"1936",""
"2048",""
"1981",""
"2047","2047-12-31"
"2018",""
"1975","1975-12-31"
"1900",""
"1836",""
"0","0-12-31"
"1989",""
"2038","2038-12-31"
"1980",""
"1994",""
"1870",""
"1996","1996-12-31"
"1978",""
"1998",""
"1982","1982-12-31"
"1956",""
"2022",""
"1966","1966-12-31"
"1965",""
"2006","2006-12-31"
"1915",""
"1873","1873-12-31"
"1995","1995-12-31"
"1979",""
"1988",""
"1970",""
"1973",""
"1912",""
"2034",""
"2013",""
"2031",""
"2022",""
"2030",""
"2042",""
"2006",""
"1988",""
"1900",""
"1692","1692-12-31"
"2010","2010-12-31"
"2045",""
"1971","1971-12-31"
"1956",""
"0","0-12-31"
"2005","2005-12-31"
"1964","1964-12-31"
"1991","1991-12-31"
"2007",""
"2035",""
"2038",""
"1977","1977-12-31"
"1971",""
"1953","1953-12-31"
"1900",""
"2035",""
"1897",""
"2024","2024-12-31"
"1992","1992-12-31"
"1986","1986-12-31"
"1993","1993-12-31"
"1988","1988-12-31"
"1982","1982-12-31"
"2015",""
"2018",""
"1890","1890-12-31"
"0",""
"1954",""
"1932",""
"1988",""
"2043",""
"1980","1980-12-31"
"2021",""
"2009",""
"1967",""
"1952",""
"2038",""
"1964",""
"1970","1970-12-31"
"1855","1855-12-31"
"1930",""
"1974",""
"1837","1837-12-31"
"1721",""
"1851",""
"1964","1964-12-31"
"1948","1948-12-31"
"2007",""
"1970",""
"2021",""
"2007",""
"1965","1965-12-31"
"1949",""
"1831",""
"1939",""
"1955",""
"2003","2003-12-31"
"2004","2004-12-31"
"1982",""
"2049",""
"1845","1845-12-31"
"1909",""
"0",""
"1987",""
"1708","1708-12-31"
"2034","2034-12-31"
"1993",""
"1887",""
"1912","1912-12-31"
"1987","1987-12-31"
"2002",""
"1986","1986-12-31"
"1941","1941-12-31"
"1965","1965-12-31"
"1921","1921-12-31"
"2012",""
"2023",""
"2030","2030-12-31"
"1883","1883-12-31"
"1957","1957-12-31"
"1970","1970-12-31"
"1975",""
"1911",""
"1940","1940-12-31"
"1967","1967-12-31"
"1986",""
"2028","2028-12-31"
"1977",""
"1999",""
"1911",""
"1967",""
"1978",""
"1956","1956-12-31"
"2015","2015-12-31"
"2014",""
"2026","2026-12-31"
"2034",""
"1901",""
"2033","2033-12-31"
"1868","1868-12-31"
"1950",""
"1965","1965-12-31"
"1903",""
"1897",""
"1966",""
"1964","1964-12-31"
"1981",""
"1947","1947-12-31"
"1847",""
"2011",""
"1938",""
"1902","1902-12-31"
"2005",""
"2000",""
"2034",""
"2012","2012-12-31"
"1972",""
"1931",""
"1974","1974-12-31"
"2045",""
"1987",""
"1971",""
"1993","1993-12-31"
"1854",""
"1896","1896-12-31"
"1947","1947-12-31"
"0",""
"1987","1987-12-31"
"2053",""
"1892",""
"1941",""
"1938",""
"1904","1904-12-31"
"1953",""
"2041",""
"1925","1925-12-31"
"1854","1854-12-31"
"1975",""
"1931",""
"1875","1875-12-31"
"1982",""
"1989",""
"1994","1994-12-31"
"2000","2000-12-31"
"1972","1972-12-31"
"1999","1999-12-31"
"1931",""
"2008",""
"2039","2039-12-31"
"1997",""
"1971",""
"1963",""
"1985",""
"1963",""
"1956",""
"2013",""
"1699",""
"1969","1969-12-31"
"2032","2032-12-31"
"1961",""
"1900",""
"1988",""
"2039",""
"1924",""
"1995",""
"1942",""
"2032",""
"2014",""
"1988",""
"2003",""
"1954","1954-12-31"
"2037","2037-12-31"
"2004",""
"2052",""
"1942",""
"1919",""
"1935","1935-12-31"
"1917",""
"1993",""
"1839",""
"1981",""
"1990","1990-12-31"
"2035","2035-12-31"
"1956",""
"1992","1992-12-31"
"0","0-12-31"
"1858","1858-12-31"
"1986",""
"1980","1980-12-31"
"1994",""
"2039",""
"1894","1894-12-31"
"1925",""
"1964","1964-12-31"
"1988",""
"1708",""
"1812",""
"2059",""
"1964","1964-12-31"
"2012",""
"2024","2024-12-31"
"1979","1979-12-31"
"2041","2041-12-31"
"2042","2042-12-31"
"1982","1982-12-31"
"2051","2051-12-31"
"1818",""
"2048",""
"1956","1956-12-31"
"1998","1998-12-31"
"1844",""
"1879",""
"1984",""
"1951","1951-12-31"
"2043",""
"2012","2012-12-31"
"1854",""
"1951",""
"1975",""
"2046","2046-12-31"
"1987",""
"1961","1961-12-31"
"2003",""
"2037","2037-12-31"
"1967","1967-12-31"
"2006",""
"1984","1984-12-31"
"1683",""
"1988",""
"1987",""
"1972",""
"1957",""
"1975",""
"2051",""
"1998","1998-12-31"
"1931",""
"1952",""
"2007",""
"1964",""
"2002","2002-12-31"
"2045",""
"2050","2050-12-31"
"1949","1949-12-31"
"1978",""
"1987",""
"1934",""
"2041","2041-12-31"
"1972","1972-12-31"
"1968",""
"1985","1985-12-31"
"2012",""
"2000",""
"0","0-12-31"
"1915",""
"1943","1943-12-31"
"1947","1947-12-31"
"1895","1895-12-31"
"1973","1973-12-31"
"1984","1984-12-31"
"1969","1969-12-31"
"1943","1943-12-31"
"1982","1982-12-31"
"0",""
"1909",""
"2004",""
"1902","1902-12-31"
"1986","1986-12-31"
"1980",""
"2050",""
"2001",""
"1968","1968-12-31"
"1969",""
"1914","1914-12-31"
"1972",""
"1844",""
"1834",""
"1952",""
"2033",""
"1991",""
"1909","1909-12-31"
"1912","1912-12-31"
"1988",""
"2046",""
"1975",""
"1920",""
"1976",""
"1915",""
"1985",""
"1993","1993-12-31"
"1939","1939-12-31"
"1979","1979-12-31"
"1939",""
"1988",""
"1979","1979-12-31"
"1919","1919-12-31"
"1968",""
"1981","1981-12-31"
"0","0-12-31"
"1855",""
"2035","2035-12-31"
"2004",""
"1975",""
"1961","1961-12-31"
"1966",""
"1963","1963-12-31"
"1969",""
"2002",""
"2038",""
"1999",""
"2050",""
"1956","1956-12-31"
"1903",""
"1992","1992-12-31"
"1960",""
"2002","2002-12-31"
"1942","1942-12-31"
"2041",""
"1786",""
"1865",""
"1970",""
"1973","1973-12-31"
"1960","1960-12-31"
"2047",""
"1897",""
"1878",""
"1972",""
"1944",""
"1981",""
"2036",""
"1995","1995-12-31"
"1923","1923-12-31"
"1992","1992-12-31"
"1800",""
"1680",""
"1979",""
"1981","1981-12-31"
"1973",""
"2039","2039-12-31"
"2001",""
"2031",""
"2005",""
"0","0-12-31"
"0","0-12-31"
"2048",""
"1972","1972-12-31"
"1850",""
"2031","2031-12-31"
"1990","1990-12-31"
"1945",""
"2035",""
"1947",""
"1941",""
"1922",""
"1987",""
"2048",""
"2044",""
"1676","1676-12-31"
"1972",""
"1954",""
"1966",""
"1960","1960-12-31"
"1969",""
"1937",""
"1816","1816-12-31"
"1984","1984-12-31"
"1877",""
"2051",""
"2010","2010-12-31"
"1962",""
"1965",""
"1856",""
"0","0-12-31"
"1965","1965-12-31"
"1975",""
"2042",""
"1952",""
"2030",""
"1940","1940-12-31"
"1980",""
"1961",""
"1892",""
"2054",""
"1962","1962-12-31"
"1968",""
"1953",""
"1993",""
"1961",""
"2002","2002-12-31"
"2033","2033-12-31"
"1974",""
"1657",""
"1950","1950-12-31"
"2011","2011-12-31"
"2000","2000-12-31"
"1984",""
"1966","1966-12-31"
"1943","1943-12-31"
"1969",""
"2005",""
"1927",""
"1981","1981-12-31"
"2034",""
"1949","1949-12-31"
"1908","1908-12-31"
"1853",""
"2044",""
"1957","1957-12-31"
"1923","1923-12-31"
"1928",""
"1868",""
"1989","1989-12-31"
"1903",""
"1909","1909-12-31"
"2030",""
"1982","1982-12-31"
"1943","1943-12-31"
"1952",""
"2028","2028-12-31"
"1992","1992-12-31"
"1975","1975-12-31"
"1997",""
"2039",""
"2050",""
"2022","2022-12-31"
"1980",""
"1920",""
"2038","2038-12-31"
"2025","2025-12-31"
"1992",""
"2011",""
"1995",""
"2047",""
"1970","1970-12-31"
"2039",""
"1849","1849-12-31"
"2020",""
"1984","1984-12-31"
"1942","1942-12-31"
"1936","1936-12-31"
"1958","1958-12-31"
"1952","1952-12-31"
"1971",""
"1889",""
"1886",""
"1975",""
"1954","1954-12-31"
"1913",""
"1891",""
"2009",""
"1997","1997-12-31"
"1956",""
"1994","1994-12-31"
"1954",""
"1961","1961-12-31"
"1946","1946-12-31"
"1991",""
"1993","1993-12-31"
"1943",""
"1939","1939-12-31"
"1880",""
"1900","1900-12-31"
"2032","2032-12-31"
"2047","2047-12-31"
"1941",""
"1989",""
"1996","1996-12-31"
"1611","1611-12-31"
"1598",""
"2048","2048-12-31"
"1974",""
"2046","2046-12-31"
"1955",""
"2020","2020-12-31"
"2044","2044-12-31"
"2010",""
"1975","1975-12-31"
"1999",""
"1963",""
"1973",""
"1975",""
"1985",""
"2040","2040-12-31"
"1983",""
"1916","1916-12-31"
"1992",""
"2009",""
"1949",""
"1834",""
"2031",""
"1967",""
"1955",""
"2040","2040-12-31"
"1934",""
"1991",""
"2043",""
"2030","2030-12-31"
"1993","1993-12-31"
"1923","1923-12-31"
"1969",""
"1964","1964-12-31"
"1967",""
"1921","1921-12-31"
"2045","2045-12-31"
"1939",""
"0",""
"2000","2000-12-31"
"1854","1854-12-31"
"1934","1934-12-31"
"2048","2048-12-31"
"1892",""
"1929",""
"1955",""
"1844",""
"1989",""
"2000",""
"1985","1985-12-31"
"2046",""
"1935",""
"1944","1944-12-31"
"1987",""
"2041","2041-12-31"
"2022",""
"1963","1963-12-31"
"1979",""
"2040",""
"1934",""
"2045",""
"1960","1960-12-31"
"2027","2027-12-31"
"1805",""
"1989",""
"1980",""
"1999","1999-12-31"
"2048",""
"1792",""
"1992","1992-12-31"
"1944","1944-12-31"
"1993","1993-12-31"
"1976","1976-12-31"
"1945",""
"1994",""
"1995","1995-12-31"
"1999",""
"1986",""
"2041","2041-12-31"
"1951","1951-12-31"
"0",""
