48.2,48.2
60.1,60.1
27.2,27.2
33.8,33.8
27.2,27.2
33.8,33.8
27.8,27.8
34.4,34.4
27.8,27.8
35.4,35.4
50.8,50.8
65.5,65.5
71.12014224,71.1
55.88011176,55.8
36.2,36.2
44.1,44.1
37.7,37.7
50.2,50.2
25.7,25.7
33,
25.7,25.7
33,
141.6053,141.6
116.2052,116
8.89,8.89
120.6502,120
92.7102,92.7
2.54,2.54
110.8077,110
86.0427,86
8.89,8.89
88.9002,88.9
63.5001,63.5
2.54,2.54
12.5,12.5
8.7,8.7
12.5,12.5
8.7,
45.72009144,45.7
35.56007112,35.5
9.3,
12,12
25.4000508,25.4
20.32004064,20.3
71.12014224,71.1
55.88011176,55.8
44.13258827,44.1
31.43256287,31.4
22.8,22.8
36.1,36.1
52.4,52.4
36.2,36.2
55.9,55.9
40.6,40.6
22.8,22.8
36.1,36.1
71.1201,71.1
55.8801,55.8
71.91389383,71.9
56.67386335,56.6
3.17500635,3.17
27.5,27.5
34.9,34.9
27.9,27.9
35.6,35.6
45.3,45.3
55.5,55.5
45.3,45.3
55.5,55.5
50.7,50.7
60.6,60.6
27.2,27.2
34.5,34.5
27.2,27.2
34.5,34.5
39.7,39.7
31.6,31.6
16.6,16.6
19.3,19.3
16.6,16.6
19.3,19.3
19.3,19.3
16.5,16.5
19.3,19.3
19.2,19.2
19.3,19.3
16.5,16.5
48.6,48.6
56.7,56.7
48.6,48.6
56.7,56.7
48.7,48.7
59.7,59.7
48.7,48.7
59.7,59.7
20.7,20.7
28.1,28.1
20.7,20.7
28.1,28.1
37.4,37.4
31,
25.9,25.9
32.2,32.2
21.1,21.1
28.1,28.1
21.1,21.1
28.1,28.1
19.2088,19.2
12.7,12.7
9.2,
16.6,16.6
39.3,39.3
34.9,34.9
51,51
76,
51,
76,
21.3,21.3
27.9,27.9
21.3,21.3
27.9,27.9
38.4,38.4
51,
38.4,38.4
51,
28,
35.6,35.6
28,
35.6,35.6
27.3,27.3
40.6,40.6
55.88011176,55.8
40.64008128,40.6
44.8,44.8
55.7,55.7
55.88011176,55.8
71.12014224,71.1
14.9,14.9
22.4,22.4
14.9,14.9
22.4,22.4
13.9,13.9
8.8,
13.9,13.9
8.8,8.8
17.1,17.1
28.6,28.6
23.4,23.4
14.3,14.3
24.5,24.5
33.6,33.6
76.8,76.8
96.8,96.8
76.8,76.8
96.8,96.8
10.2,10.2
13.8,13.8
10.2,10.2
13.8,13.8
37.8,37.8
50.6,50.6
52.9,52.9
72.1,72.1
37.8,37.8
50.6,50.6
9.5,9.5
13.9,13.9
9.5,9.5
13.9,13.9
10.9,10.9
16.7,16.7
12.4,12.4
9.9,
12.4,12.4
32.8,32.8
23.9,23.9
19.5,19.5
16.4,16.4
9.9,9.9
12.4,12.4
9.9,
12.4,12.4
33.7,33.7
25.1,25.1
33.7,33.7
25,25
27.6,27.6
35.3,35.3
35.6,35.6
48.2,48.2
35.6,35.6
48.2,48.2
45.7,45.7
57.8,57.8
45.7,45.7
57.8,57.8
104.5,104.5
71.3,71.3
11.7,11.7
23,
21.8,21.8
36.3,36.3
11.7,11.7
23,
23.5,23.5
34.3,34.3
55.8801,55.8
40.6401,40.6
34.3,34.3
23.2,23.2
23.2,23.2
34,34
19.5,19.5
46.9,46.9
18,18
43.6,43.6
18,
43.6,43.6
7,
5.7,
9.2,
17.7,17.7
6.8,
8.2,
21.3,21.3
26.5,26.5
36.8,36.8
26.8,26.8
33.4,33.4
23,23
33.4,33.4
23,23
39,
23.9,23.9
12.8,12.8
19,
23,
34.3,34.3
23,
34.3,34.3
47,47
63,63
47,
63,63
21,21
28,28
21,21
28,
9.8,9.8
14,14
45.72009144,45.7
35.56007112,35.5
13.97002794,13.9
10.00127,10
33.3,33.3
56,
15.9,15.9
18.7,18.7
24.3,24.3
20,
34.3,34.3
35.7,35.7
34.3,34.3
35.7,35.7
35.4,35.4
43.5,43.5
28,
35.3,35.3
37.5,37.5
53.3,53.3
9,
11.5,11.5
9,9
11.5,11.5
34.6,34.6
44.1,44.1
68.6,68.6
86.4,86.4
68.6,68.6
86.4,86.4
26.5,26.5
35.1,35.1
40.6,40.6
50.8,50.8
26.5,26.5
35.1,35.1
27.8,27.8
19,
35.4,35.4
27.7,27.7
27.8,27.8
19,
108,
128.5,128
108,108
128.5,128
123.8252,123.8
92.7102,92.7
2.54,2.54
154.3053,154.3
122.5552,122.5
11.43,11.4
33.9,33.9
33.9,33.9
40.6,40.6
47,47
40.6,40.6
47,47
22.6,22.6
30.9,30.9
14.1,14.1
18.2,18.2
14.1,14.1
18.2,18.2
51,
75.6,75.6
71.12014224,71.1
96.52019304,96.5
26.6,26.6
30.5,30.5
9.9,
12.5,12.5
23.2,23.2
20.3,20.3
11.9,11.9
12,
20.2,20.2
33.1,33.1
11.9,11.9
12,
8.572517145,8.57
5.71501143,5.71
45.72009144,45.7
35.56007112,35.5
25.5,25.5
35.5,35.5
27.8,27.8
35.4,35.4
13.3,13.3
21.1,21.1
73.0251,73
83.8202,83.8
32.3851,32.3
32.9,32.9
53.5,53.5
32.9,32.9
53.5,53.5
24.1,24.1
31.1,31.1
24.1,24.1
31.1,31.1
27.5,27.5
35.3,35.3
22.3,22.3
31.5,31.5
22.3,22.3
31.5,31.5
48.2,48.2
62.9,62.9
48.2,48.2
62.9,62.9
27.9,27.9
35.1,35.1
17.9,17.9
21,
16,16
15.9,15.9
16,16
15.9,15.9
22,22
33.9,33.9
27.5,27.5
27.1,27.1
27.5,27.5
27.1,27.1
99.8,99.8
67,67
71.1201,71.1
55.8801,55.8
35.3,35.3
42.7,42.7
29.3,29.3
37,37
29.3,29.3
37,37
45.1,45.1
55.5,55.5
50.7,50.7
60.6,60.6
45.1,45.1
55.5,55.5
12.9,12.9
17.7,17.7
12.9,12.9
17.7,17.7
63.5,63.5
76.2,76.2
63.5,63.5
76.2,76.2
9.7,9.7
6.9,6.9
15.1,15.1
20.2,20.2
15.1,15.1
20.2,20.2
5.4,
16.6,16.6
9.4,
16.2,16.2
8.2,8.2
7,
50.2,50.2
65.2,65.2
50.2,50.2
65.2,65.2
45.72009144,45.7
35.56007112,35.5
19.8,19.8
20.7,20.7
51.43510287,51.4
42.54508509,42.5
2.54000508,2.54
22.9,22.9
32.2,32.2
78.2,78.2
113.7,113
117.7927356,117
87.63017526,87.6
4.921259843,4.92
106.4,106
71.8,71.8
94.9327,94.9
79.6927,79.6
10.16,10.1
70.4851,70.4
55.2451,55.2
3.81,3.81
20.3,20.3
25.4,25.4
15.24,15.2
15.24,15.2
28.8926,28.8
25.4001,25.4
52.7051,52.7
28.8926,28.8
25.4001,25.4
37.4651,37.4
104,
68.7,68.7
20.3,20.3
24.1,24.1
20.3,20.3
24.1,24.1
23.2,23.2
29,
27,27
34.3,34.3
35.4,35.4
27.7,27.7
26.8,26.8
27,27
18.2,18.2
23.2,23.2
55.88011176,55.8
40.64008128,40.6
26.8,26.8
27.9,27.9
35.6,35.6
26.8,26.8
46.7,46.7
57.9,57.9
38.5,38.5
48.5,48.5
38.5,38.5
48.5,48.5
19.2,19.2
23.7,23.7
19.2,19.2
23.7,23.7
69.8,69.8
89.5,89.5
69.8,69.8
89.5,89.5
16.5,16.5
21.5,21.5
22.9,22.9
18,18
28,28
35.3,35.3
28,28
35.3,35.3
18.41503683,18.4
16.3512827,16.3
2.54000508,2.54
10.63627127,10.6
9.048768098,9.04
49.5,49.5
4.1,
5.4,5.4
4.1,
5.4,5.4
31.5,31.5
31.5,31.5
51.1,51.1
42.6,42.6
34.7,34.7
41.1,41.1
55.5,55.5
44.5,44.5
46.6,46.6
46.4,46.4
24,
24,
46.4,46.4
41.5,41.5
25.4,25.4
51,51
5.1,5.1
25.4,25.4
68,68
89.5,89.5
48.7,48.7
63.7,63.7
22.2,22.2
29.6,29.6
14.7,14.7
20.2,20.2
14.7,14.7
20.2,20.2
31.9,31.9
47.1,47.1
71.1201,71.1
55.8801,55.8
50.6,50.6
40.1,40.1
50.6,50.6
40.1,40.1
20.8,20.8
28,
20.8,20.8
28,
25.7,25.7
32.3,32.3
27.7,27.7
35.4,35.4
55.88011176,55.8
40.64008128,40.6
12.1,12.1
8.8,8.8
12.1,12.1
8.8,8.8
23.2,23.2
30.3,30.3
23.2,23.2
30.3,30.3
22.5,22.5
34.5,34.5
22.5,22.5
34.5,34.5
40.7,40.7
40.7,40.7
85.5,85.5
62.2,62.2
62.2,62.2
85.5,85.5
25.2,25.2
29.8,29.8
