"2001",""
"1989",""
"1907","1907-01-01"
"1895","1895-01-01"
"1990","1990-01-01"
"0",""
"1844","1844-01-01"
"0",""
"0","0-01-01"
"1976","1976-01-01"
"1925",""
"0",""
"0",""
"2051",""
"1938",""
"1775","1775-01-01"
"2027","2027-01-01"
"2051",""
"2071","2071-01-01"
"0",""
"0",""
"0",""
"0",""
"0",""
"2033","2033-01-01"
"2038","2038-01-01"
"0",""
"2172",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"2134",""
"0",""
"0",""
"2021",""
"0",""
"0",""
"2015","2015-01-01"
"0",""
"2047",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0","0-01-01"
"2090",""
"0",""
"1997",""
"2028",""
"0",""
"0","0-01-01"
"2073","2073-01-01"
"0",""
"0",""
"0",""
"0",""
"2011",""
"0",""
"0","0-01-01"
"0",""
"0",""
"2026",""
"2074","2074-01-01"
"0",""
"0",""
"0",""
"0",""
"0",""
"2070",""
"2093","2093-01-01"
"2023","2023-01-01"
"0",""
"0",""
"0","0-01-01"
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"1848",""
"0","0-01-01"
"0",""
"0","0-01-01"
"0","0-01-01"
"1943",""
"0",""
"0",""
"1887","1887-01-01"
"0",""
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"1960",""
"1969",""
"1875","1875-01-01"
"1910","1910-01-01"
"1966","1966-01-01"
"1913","1913-01-01"
"0",""
"1901",""
"1899","1899-01-01"
"0",""
"2042","2042-01-01"
"1954","1954-01-01"
"2000",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"0","0-01-01"
"1970",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"0","0-01-01"
"1972",""
"0","0-01-01"
"0","0-01-01"
"0",""
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"0",""
"0","0-01-01"
"0",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0","0-01-01"
"0",""
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"1931",""
"1926","1926-01-01"
"1901",""
"1958",""
"0",""
"0",""
"0","0-01-01"
"2002",""
"1915","1915-01-01"
"0",""
"0",""
"0",""
"0",""
"0",""
"0",""
"0",""
"0","0-01-01"
"1976",""
"1859","1859-01-01"
"1950",""
"1941","1941-01-01"
"0",""
"2052",""
"0",""
"0",""
"2071","2071-01-01"
"2070","2070-01-01"
"0",""
"0","0-01-01"
"0",""
"0","0-01-01"
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"0",""
"0","0-01-01"
"0",""
"0",""
"0",""
"0",""
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"2108","2108-01-01"
"0",""
"0","0-01-01"
"2165",""
"0","0-01-01"
"2184",""
"0",""
"2099",""
"0",""
"1885",""
"0",""
"0",""
"0","0-01-01"
"1877",""
"0",""
"2122",""
"2040",""
"1955",""
"0","0-01-01"
"2187",""
"0",""
"1877","1877-01-01"
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"2078","2078-01-01"
"2095",""
"0",""
"2195",""
"2129",""
"0",""
"1994","1994-01-01"
"0","0-01-01"
"0",""
"0","0-01-01"
"0",""
"0","0-01-01"
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"0","0-01-01"
"2177",""
"0","0-01-01"
"0",""
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"0","0-01-01"
"0",""
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"0",""
"0",""
"0","0-01-01"
"0",""
"0","0-01-01"
"0","0-01-01"
"0","0-01-01"
"0",""
"0",""
"0",""
"0",""
"2103","2103-01-01"
"2164",""
"0","0-01-01"
"2006",""
