"1801",""
"1730",""
"1795",""
"1831","1831-12-31"
"1842",""
"1867",""
"1890",""
"1880",""
"1836","1836-12-31"
"1826",""
"0","0-12-31"
"0","0-12-31"
"1879","1879-12-31"
"1751",""
"1902","1902-12-31"
"1715",""
"1827",""
"1851",""
"0",""
"1980",""
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"1914",""
"0",""
"1938",""
"0",""
"1972","1972-12-31"
"0","0-12-31"
"0",""
"1970",""
"0",""
"1877",""
"0","0-12-31"
"0",""
"0",""
"0","0-12-31"
"0",""
"0","0-12-31"
"0","0-12-31"
"1840",""
"0","0-12-31"
"1938",""
"0","0-12-31"
"1922",""
"0",""
"0","0-12-31"
"0",""
"0","0-12-31"
"1890",""
"0","0-12-31"
"1797",""
"1928",""
"0",""
"0",""
"0",""
"1865","1865-12-31"
"0",""
"0","0-12-31"
"0","0-12-31"
"0",""
"1974",""
"0",""
"0",""
"0",""
"0",""
"0","0-12-31"
"0",""
"1883",""
"1923",""
"0",""
"0","0-12-31"
"0",""
"0",""
"1848",""
"0",""
"0",""
"0","0-12-31"
"1843",""
"0","0-12-31"
"0","0-12-31"
"1828","1828-12-31"
"0",""
"1936","1936-12-31"
"1876","1876-12-31"
"0",""
"0",""
"1750",""
"1850",""
"1850",""
"1810",""
"1810","1810-12-31"
"1839","1839-12-31"
"1866",""
"1813",""
"1888",""
"0","0-12-31"
"0",""
"1842",""
"1892",""
"1845",""
"1800",""
"1750","1750-12-31"
"1900","1900-12-31"
"0","0-12-31"
"0",""
"0",""
"0","0-12-31"
"0",""
"1970","1970-12-31"
"0","0-12-31"
"0","0-12-31"
"0",""
"0",""
"0",""
"0",""
"1967",""
"0",""
"0",""
"0","0-12-31"
"1907","1907-12-31"
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0",""
"0",""
"1923",""
"0",""
"0",""
"0",""
"0",""
"0",""
"0",""
"0","0-12-31"
"0","0-12-31"
"0",""
"0",""
"0","0-12-31"
"0",""
"0",""
"0",""
"0",""
"0","0-12-31"
"0",""
"0","0-12-31"
"0",""
"0",""
"0","0-12-31"
"0",""
"0",""
"0",""
"0",""
"0",""
"0","0-12-31"
"0",""
"0",""
"0","0-12-31"
"1777","1777-12-31"
"1794",""
"1858",""
"0",""
"0",""
"1802","1802-12-31"
"1815",""
"0",""
"0",""
"0","0-12-31"
"0","0-12-31"
"1892","1892-12-31"
"1810","1810-12-31"
"1825",""
"1850","1850-12-31"
"1852","1852-12-31"
"0",""
"1971","1971-12-31"
"0",""
"0",""
"1970","1970-12-31"
"0","0-12-31"
"0","0-12-31"
"0",""
"0","0-12-31"
"0",""
"0",""
"0",""
"0",""
"0",""
"0",""
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0",""
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"0",""
"0",""
"0",""
"0",""
"0",""
"0","0-12-31"
"0",""
"0","0-12-31"
"0",""
"0",""
"0",""
"1933",""
"1895","1895-12-31"
"0",""
"0","0-12-31"
"0",""
"1965",""
"0",""
"1984","1984-12-31"
"1829","1829-12-31"
"0",""
"1899",""
"0",""
"0","0-12-31"
"1860","1860-12-31"
"0","0-12-31"
"1800","1800-12-31"
"1922",""
"0","0-12-31"
"1902",""
"1987","1987-12-31"
"0",""
"0","0-12-31"
"0","0-12-31"
"0","0-12-31"
"1987",""
"1994","1994-12-31"
"1995","1995-12-31"
"0",""
"1995","1995-12-31"
"1904",""
"1986",""
"1929",""
"0","0-12-31"
"1874","1874-12-31"
"1961",""
"0","0-12-31"
"0",""
"0","0-12-31"
"0","0-12-31"
"0",""
"0",""
"0",""
"1982","1982-12-31"
"0","0-12-31"
"0",""
"0",""
"0",""
"0","0-12-31"
"0",""
"0","0-12-31"
"0",""
"0","0-12-31"
"0",""
"0",""
"0","0-12-31"
"1891","1891-12-31"
"0",""
"0",""
"0",""
"0",""
"0","0-12-31"
"0","0-12-31"
"0",""
"0",""
"0",""
"0",""
"0",""
"2003",""
"864","864-12-31"
"1876",""
"0",""
"1793","1793-12-31"
